zone_key,year,Country,Zone Name,no_hours_with_data,carbon_intensity_avg
DK-BHM,2014,Denmark,Bornholm,1,52.07454753
DK-BHM,2015,Denmark,Bornholm,7545,41.7483766
DK-BHM,2016,Denmark,Bornholm,7400,57.02825111
DK-BHM,2017,Denmark,Bornholm,6399,44.18208286
DK-BHM,2018,Denmark,Bornholm,8435,56.02340824
DK-BHM,2019,Denmark,Bornholm,8723,59.1104047
DK-BHM,2020,Denmark,Bornholm,2744,57.4
DK-BHM,2021,Denmark,Bornholm,6197,56.4
DK-DK1,2014,Denmark,West Denmark,1,284.1649171
DK-DK1,2015,Denmark,West Denmark,8760,222.7630219
DK-DK1,2016,Denmark,West Denmark,8784,277.9965561
DK-DK1,2017,Denmark,West Denmark,8760,192.9533457
DK-DK1,2018,Denmark,West Denmark,8760,216.1726897
DK-DK1,2019,Denmark,West Denmark,8759,201.8148847
DK-DK1,2020,Denmark,West Denmark,2928,143.01
DK-DK1,2021,Denmark,West Denmark,6553,193.99
DK-DK2,2014,Denmark,East Denmark,1,373.8376532
DK-DK2,2015,Denmark,East Denmark,8760,244.2175984
DK-DK2,2016,Denmark,East Denmark,8783,326.2955813
DK-DK2,2017,Denmark,East Denmark,8760,222.338417
DK-DK2,2018,Denmark,East Denmark,8760,255.7970185
DK-DK2,2019,Denmark,East Denmark,8760,186.441604
DK-DK2,2020,Denmark,East Denmark,2928,148.72
DK-DK2,2021,Denmark,East Denmark,6553,191.95
ES-CN-FVLZ,2018,Spain,Fuerteventura/Lanzarote,7796,598.8922114
ES-CN-FVLZ,2019,Spain,Fuerteventura/Lanzarote,8742,575.5510053
ES-CN-FVLZ,2020,Spain,Fuerteventura/Lanzarote,2910,593.5
ES-CN-FVLZ,2021,Spain,Fuerteventura/Lanzarote,6553,547.37
ES-CN-GC,2018,Spain,Gran Canaria,7796,498.8914581
ES-CN-GC,2019,Spain,Gran Canaria,8742,472.2256368
ES-CN-GC,2020,Spain,Gran Canaria,2910,559.58
ES-CN-GC,2021,Spain,Gran Canaria,6553,501.67
ES-CN-HI,2018,Spain,El Hierro,7796,278.0959555
ES-CN-HI,2019,Spain,El Hierro,8742,284.8031446
ES-CN-HI,2020,Spain,El Hierro,2910,413.66
ES-CN-HI,2021,Spain,El Hierro,6553,295.73
ES-CN-IG,2018,Spain,Isla de la Gomera,7796,650
ES-CN-IG,2019,Spain,Isla de la Gomera,8742,650
ES-CN-IG,2020,Spain,Isla de la Gomera,2910,650
ES-CN-IG,2021,Spain,Isla de la Gomera,6553,650
ES-CN-LP,2018,Spain,La Palma,7796,578.6246163
ES-CN-LP,2019,Spain,La Palma,8742,579.6679118
ES-CN-LP,2020,Spain,La Palma,2910,601.72
ES-CN-LP,2021,Spain,La Palma,6553,582.41
ES-CN-TE,2018,Spain,Tenerife,7796,514.1835351
ES-CN-TE,2019,Spain,Tenerife,8739,459.7062119
ES-CN-TE,2020,Spain,Tenerife,2910,539.08
ES-CN-TE,2021,Spain,Tenerife,6553,512.82
ES-IB-FO,2018,Spain,Formentera,1036,545.568393
ES-IB-FO,2019,Spain,Formentera,8606,493.9366085
ES-IB-FO,2020,Spain,Formentera,2867,417.76
ES-IB-FO,2021,Spain,Formentera,6515,423.19
ES-IB-IZ,2018,Spain,Ibiza,948,573.8095648
ES-IB-IZ,2019,Spain,Ibiza,8221,540.9365955
ES-IB-IZ,2020,Spain,Ibiza,2910,435.85
ES-IB-IZ,2021,Spain,Ibiza,6553,445.69
ES-IB-MA,2018,Spain,Mallorca,1036,567.2795876
ES-IB-MA,2019,Spain,Mallorca,8742,513.1691075
ES-IB-MA,2020,Spain,Mallorca,2910,421.3
ES-IB-MA,2021,Spain,Mallorca,6553,392.86
ES-IB-ME,2018,Spain,Menorca,1036,581.8441632
ES-IB-ME,2019,Spain,Menorca,8742,559.8366937
ES-IB-ME,2020,Spain,Menorca,2910,558.62
ES-IB-ME,2021,Spain,Menorca,6553,543.87
GB-ORK,2018,Great Britain,Orkney Islands,1836,72.14781319
GB-ORK,2019,Great Britain,Orkney Islands,8615,87.10420326
GB-ORK,2020,Great Britain,Orkney Islands,2577,77.29
GB-ORK,2021,Great Britain,Orkney Islands,6542,95.38
IN-AP,2017,India,Andhra Pradesh,2603,615.9295464
IN-AP,2018,India,Andhra Pradesh,7278,568.4435523
IN-AP,2019,India,Andhra Pradesh,5844,570.6896173
IN-AP,2020,India,Andhra Pradesh,2576,563
IN-AP,2021,India,Andhra Pradesh,2866,524.23
IN-CT,2017,India,Chhattisgarh,1112,817.7880341
IN-CT,2018,India,Chhattisgarh,7625,812.3667262
IN-CT,2019,India,Chhattisgarh,6442,812.3847756
IN-CT,2020,India,Chhattisgarh,2927,803.35
IN-CT,2021,India,Chhattisgarh,4704,807.75
IN-DL,2017,India,Delhi,852,516.3633858
IN-DL,2018,India,Delhi,5214,525.322092
IN-DL,2019,India,Delhi,7707,460.3131348
IN-DL,2020,India,Delhi,2892,476.12
IN-DL,2021,India,Delhi,6504,475.57
IN-GJ,2018,India,Gujarat,6177,611.9258592
IN-GJ,2020,India,Gujarat,0,
IN-GJ,2021,India,Gujarat,0,
IN-KA,2017,India,Karnataka,2429,572.2960707
IN-KA,2018,India,Karnataka,7669,472.0532917
IN-KA,2019,India,Karnataka,7044,391.442208
IN-KA,2020,India,Karnataka,2771,381.59
IN-KA,2021,India,Karnataka,3035,478.18
IN-PB,2017,India,Punjab,1913,683.2298321
IN-PB,2018,India,Punjab,7482,689.052811
IN-PB,2019,India,Punjab,3930,650.7163528
IN-PB,2020,India,Punjab,2789,601.18
IN-PB,2021,India,Punjab,942,700.46
IN-UP,2018,India,Uttar Pradesh,7422,666.3809035
IN-UP,2019,India,Uttar Pradesh,8431,664.3899237
IN-UP,2020,India,Uttar Pradesh,2928,737.22
IN-UP,2021,India,Uttar Pradesh,6553,736.32
IN-UT,2018,India,Uttarakhand,143,336.3553664
IN-UT,2020,India,Uttarakhand,0,
IN-UT,2021,India,Uttarakhand,0,
IT-CNO,2015,Italy,Central North,8714,230.7442203
IT-CNO,2016,Italy,Central North,8784,242.1412432
IT-CNO,2017,Italy,Central North,8746,275.9204502
IT-CNO,2018,Italy,Central North,8752,299.0444073
IT-CNO,2019,Italy,Central North,8675,290.8305011
IT-CNO,2020,Italy,Central North,2928,287.7
IT-CNO,2021,Italy,Central North,6553,260.58
IT-CSO,2015,Italy,Central South,8709,527.3061474
IT-CSO,2016,Italy,Central South,8782,508.9676076
IT-CSO,2017,Italy,Central South,8746,504.0194867
IT-CSO,2018,Italy,Central South,8752,410.3159804
IT-CSO,2019,Italy,Central South,8675,391.6703764
IT-CSO,2020,Italy,Central South,2928,409.87
IT-CSO,2021,Italy,Central South,6553,350.48
IT-NO,2015,Italy,North,8714,360.9588795
IT-NO,2016,Italy,North,8784,411.5144735
IT-NO,2017,Italy,North,8746,400.7444745
IT-NO,2018,Italy,North,8752,368.6226418
IT-NO,2019,Italy,North,8675,329.4027308
IT-NO,2020,Italy,North,2928,294.65
IT-NO,2021,Italy,North,6553,280.76
IT-SAR,2015,Italy,Sardinia,8714,576.77291
IT-SAR,2016,Italy,Sardinia,8784,561.347542
IT-SAR,2017,Italy,Sardinia,8746,592.0160276
IT-SAR,2018,Italy,Sardinia,8738,586.5109977
IT-SAR,2019,Italy,Sardinia,8652,506.6227924
IT-SAR,2020,Italy,Sardinia,2928,511.4
IT-SAR,2021,Italy,Sardinia,6553,479.21
IT-SIC,2015,Italy,Sicily,8714,431.8090755
IT-SIC,2016,Italy,Sicily,8784,384.4872623
IT-SIC,2017,Italy,Sicily,8746,379.5440997
IT-SIC,2018,Italy,Sicily,8752,340.2604429
IT-SIC,2019,Italy,Sicily,8675,355.980965
IT-SIC,2020,Italy,Sicily,2928,369.07
IT-SIC,2021,Italy,Sicily,6553,342.6
IT-SO,2015,Italy,South,8714,299.8463556
IT-SO,2016,Italy,South,8784,312.5896838
IT-SO,2017,Italy,South,8745,313.7483453
IT-SO,2018,Italy,South,8540,293.1379385
IT-SO,2019,Italy,South,7212,367.4118328
IT-SO,2020,Italy,South,2928,375.59
IT-SO,2021,Italy,South,6553,336.63
JP-CB,2016,Japan,Chūbu,3522,462.8812027
JP-CB,2017,Japan,Chūbu,4559,464.376107
JP-CB,2018,Japan,Chūbu,4569,454.5890522
JP-CB,2019,Japan,Chūbu,4175,456.2517135
JP-CB,2020,Japan,Chūbu,0,
JP-CB,2021,Japan,Chūbu,0,
JP-CG,2016,Japan,Chūgoku,3522,599.0846852
JP-CG,2017,Japan,Chūgoku,4559,586.9428557
JP-CG,2018,Japan,Chūgoku,4569,551.3971665
JP-CG,2019,Japan,Chūgoku,4175,523.3807108
JP-CG,2020,Japan,Chūgoku,0,
JP-CG,2021,Japan,Chūgoku,0,
JP-HKD,2016,Japan,Hokkaidō,3623,512.2173449
JP-HKD,2017,Japan,Hokkaidō,4559,544.9196115
JP-HKD,2018,Japan,Hokkaidō,4568,513.5188895
JP-HKD,2019,Japan,Hokkaidō,4186,533.6692424
JP-HKD,2020,Japan,Hokkaidō,0,
JP-HKD,2021,Japan,Hokkaidō,0,
JP-HR,2016,Japan,Hokuriku,3522,509.9404283
JP-HR,2017,Japan,Hokuriku,4559,490.4354519
JP-HR,2018,Japan,Hokuriku,4569,484.7647833
JP-HR,2019,Japan,Hokuriku,4175,481.1768297
JP-HR,2020,Japan,Hokuriku,0,
JP-HR,2021,Japan,Hokuriku,0,
JP-KN,2016,Japan,Kansai,3522,592.1784358
JP-KN,2017,Japan,Kansai,4559,544.2161852
JP-KN,2018,Japan,Kansai,4569,462.8932924
JP-KN,2019,Japan,Kansai,4150,447.7367628
JP-KN,2020,Japan,Kansai,2928,481.45
JP-KN,2021,Japan,Kansai,6553,483.37
JP-KY,2016,Japan,Kyūshū,3522,506.2630916
JP-KY,2017,Japan,Kyūshū,4559,501.1099052
JP-KY,2018,Japan,Kyūshū,4569,442.559561
JP-KY,2019,Japan,Kyūshū,4919,387.0541232
JP-KY,2020,Japan,Kyūshū,2912,507.67
JP-KY,2021,Japan,Kyūshū,6304,379.89
JP-ON,2016,Japan,Okinawa,1786,671.4747987
JP-ON,2017,Japan,Okinawa,4559,667.1936255
JP-ON,2018,Japan,Okinawa,4553,664.710904
JP-ON,2019,Japan,Okinawa,4175,666.8791701
JP-ON,2020,Japan,Okinawa,0,
JP-ON,2021,Japan,Okinawa,0,
JP-SK,2016,Japan,Shikoku,3522,531.6951417
JP-SK,2017,Japan,Shikoku,4559,512.9755701
JP-SK,2018,Japan,Shikoku,4569,550.4761339
JP-SK,2019,Japan,Shikoku,4175,463.781717
JP-SK,2020,Japan,Shikoku,0,
JP-SK,2021,Japan,Shikoku,0,
JP-TH,2016,Japan,Tōhoku,3522,574.4377651
JP-TH,2017,Japan,Tōhoku,4559,561.1731166
JP-TH,2018,Japan,Tōhoku,4569,552.3982888
JP-TH,2019,Japan,Tōhoku,4175,544.0986658
JP-TH,2020,Japan,Tōhoku,0,
JP-TH,2021,Japan,Tōhoku,0,
JP-TK,2016,Japan,Tōkyō,3522,636.7341589
JP-TK,2017,Japan,Tōkyō,4559,625.4546787
JP-TK,2018,Japan,Tōkyō,4569,617.9414226
JP-TK,2019,Japan,Tōkyō,4175,606.2187907
JP-TK,2020,Japan,Tōkyō,2928,581.45
JP-TK,2021,Japan,Tōkyō,6553,575.73
MY-WM,2017,Malaysia,Peninsula,787,628.4026454
MY-WM,2018,Malaysia,Peninsula,8212,658.4156593
MY-WM,2019,Malaysia,Peninsula,8574,660.7738129
MY-WM,2020,Malaysia,Peninsula,2901,674.7
MY-WM,2021,Malaysia,Peninsula,2851,661.95
NO-NO1,2014,Norway,Southeast Norway,433,31.23899064
NO-NO1,2015,Norway,Southeast Norway,8683,32.17588992
NO-NO1,2016,Norway,Southeast Norway,8777,32.43585836
NO-NO1,2017,Norway,Southeast Norway,8690,34.05180819
NO-NO1,2018,Norway,Southeast Norway,8752,38.10118059
NO-NO1,2019,Norway,Southeast Norway,8760,37.92143295
NO-NO1,2020,Norway,Southeast Norway,2928,27.31
NO-NO1,2021,Norway,Southeast Norway,6553,31.37
NO-NO2,2014,Norway,Southwest Norway,433,24.20759438
NO-NO2,2015,Norway,Southwest Norway,8694,31.15319288
NO-NO2,2016,Norway,Southwest Norway,8784,32.31550011
NO-NO2,2017,Norway,Southwest Norway,8690,35.75581269
NO-NO2,2018,Norway,Southwest Norway,8760,43.52222146
NO-NO2,2019,Norway,Southwest Norway,8758,50.34270791
NO-NO2,2020,Norway,Southwest Norway,2928,25.38
NO-NO2,2021,Norway,Southwest Norway,6553,33.72
NO-NO3,2014,Norway,Middle Norway,433,39.96712404
NO-NO3,2015,Norway,Middle Norway,8694,40.41381086
NO-NO3,2016,Norway,Middle Norway,8784,40.93297922
NO-NO3,2017,Norway,Middle Norway,8690,34.78732371
NO-NO3,2018,Norway,Middle Norway,8760,46.53918633
NO-NO3,2019,Norway,Middle Norway,8758,38.33705633
NO-NO3,2020,Norway,Middle Norway,2928,28.28
NO-NO3,2021,Norway,Middle Norway,6553,27.81
NO-NO4,2014,Norway,North Norway,433,69.16779351
NO-NO4,2015,Norway,North Norway,8619,70.6391852
NO-NO4,2016,Norway,North Norway,8784,60.2632502
NO-NO4,2017,Norway,North Norway,8690,54.05378559
NO-NO4,2018,Norway,North Norway,8760,59.3839342
NO-NO4,2019,Norway,North Norway,8758,58.59039316
NO-NO4,2020,Norway,North Norway,2928,30.78
NO-NO4,2021,Norway,North Norway,6553,30
